Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Reason),Custom field (Request Type),Custom field (Score),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Team Id,Team Name,Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent summary,Status Category,Status Category Changed
MC30 - Manage Complaint - Book service,N1NJS1804-248,10587,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,,,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,13/Jul/24 8:29 AM,17/Jul/24 2:16 PM,15/Jul/24 10:17 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/Jul/24 8:28 AM;712020:3ecca1b3-f181-406d-8df5-a0905574eb74;image-20240713-012841.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10172,13/Jul/24 8:28 AM;712020:3ecca1b3-f181-406d-8df5-a0905574eb74;image-20240713-012851.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10171,13/Jul/24 8:28 AM;712020:3ecca1b3-f181-406d-8df5-a0905574eb74;image-20240713-012857.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10170,,,,,"""Đặt dịch vụ thành công""",,,,,,{},,N1NJS1804-6,Manage Complaint ,,,"""Đặt dịch vụ thành công""",,,,,0|i000yv:,,,,,Bussiness Flow,,,,,,,,,Unit,"1: Go to service list of system
2: Choose service and time suitable for needs
3: Press ""Xác nhận chọn""
4: Choose duration time and press ""Chấp nhận""",Pass,,,,,10005,Manage Complaint ,To Do,13/Jul/24 8:29 AM
DA03 - Delete account - Exist service class,N1NJS1804-247,10586,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,12/Jul/24 11:46 PM,17/Jul/24 12:30 PM,19/Jul/24 9:41 PM,,,0,,,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,,,,,,,,,N1NJS1804-244,,,,,,,,,,,,,,,,,,,13/Jul/24 12:08 AM;712020:79b87770-bf5e-4355-b124-1139adfaa7cb;5.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10168,13/Jul/24 12:08 AM;712020:79b87770-bf5e-4355-b124-1139adfaa7cb;6.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10169,,,,,,"The message will show : ""người dùng đang có lớp học. Không thể xóa.""",,,,,,{},,N1NJS1804-5,Manage Dashboard,,,"The message will show : ""người dùng đang có lớp học. Không thể xóa.""",,,,,0|i0019b:,,,,,Bussiness Flow,,,,,,,,,Unit,"1. Click ""Quản lý"" on menu user
2. Click ""Quản lý học sinh"" or ""Quản lý gia sư"" button on admin menu
3. Click ""Xóa"" button on account want to delete
4. Click ""Xác nhận"" to delete account",Pass,,,,,10004,Manage Dashboard,To Do,12/Jul/24 11:46 PM
DA02 - Delete account - Exist request class,N1NJS1804-246,10585,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,12/Jul/24 11:45 PM,17/Jul/24 12:29 PM,19/Jul/24 9:41 PM,,,0,Delete account fail because of existing request class,,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,,,,,,,,,N1NJS1804-244,,,,,,,,,,,,,,,,,,,13/Jul/24 12:08 AM;712020:79b87770-bf5e-4355-b124-1139adfaa7cb;3.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10164,13/Jul/24 12:08 AM;712020:79b87770-bf5e-4355-b124-1139adfaa7cb;4.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10165,,,,,,"The message will show : ""người dùng đang có lớp học. Không thể xóa.""",,,,,,{},,N1NJS1804-5,Manage Dashboard,,,"The message will show : ""người dùng đang có lớp học. Không thể xóa.""",,,,,0|i00193:,,,,,Bussiness Flow,,,,,,,,,Unit,"1. Click ""Quản lý"" on menu user
2. Click ""Quản lý học sinh"" or ""Quản lý gia sư"" button on admin menu
3. Click ""Xóa"" button on account want to delete
4. Click ""Xác nhận"" to delete account",Pass,,,,,10004,Manage Dashboard,To Do,12/Jul/24 11:45 PM
DA01 - Delete account - Successful,N1NJS1804-245,10584,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,12/Jul/24 11:36 PM,17/Jul/24 12:29 PM,19/Jul/24 9:41 PM,,,0,Delete account successful,,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,,,,,,,,,N1NJS1804-244,,,,,,,,,,,,,,,,,,,13/Jul/24 12:08 AM;712020:79b87770-bf5e-4355-b124-1139adfaa7cb;1.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10166,13/Jul/24 12:08 AM;712020:79b87770-bf5e-4355-b124-1139adfaa7cb;2.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10167,,,,,,"The message will show :""Xóa người dùng thành công""",,,,,,{},,N1NJS1804-5,Manage Dashboard,,,"The message will show :""Xóa người dùng thành công""",,,,,0|i0018v:,,,,,Bussiness Flow,,,,,,,,,Unit,"1. Click ""Quản lý"" on menu user
2. Click ""Quản lý học sinh"" or ""Quản lý gia sư"" button on admin menu
3. Click ""Xóa"" button on account want to delete
4. Click ""Xác nhận"" to delete account",Pass,,,,,10004,Manage Dashboard,To Do,12/Jul/24 11:36 PM
UC10 - Delete account,N1NJS1804-244,10583,Story,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,12/Jul/24 11:32 PM,17/Jul/24 12:23 PM,19/Jul/24 9:41 PM,,,0,Allows admin to delete user’s account,,Lê Minh Tân,712020:79b87770-bf5e-4355-b124-1139adfaa7cb,,,,,,,,,,,,,,,,,,,,,N1NJS1804-245,N1NJS1804-246,N1NJS1804-247,,,,,,,,,,,,,,,,,,{},,N1NJS1804-5,Manage Dashboard,,,,,,,,0|i0018n:,,,,,Bussiness Flow,,,,,,,,,,,,,,,,10004,Manage Dashboard,To Do,12/Jul/24 11:32 PM
UD29 - Update Request - Verify Start time cannot greater than end time,N1NJS1804-243,10582,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,12/Jul/24 9:39 PM,13/Jul/24 10:04 AM,19/Jul/24 9:41 PM,,,0,Start time cannot greater than end time,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-231,,,,,,,,,,,,,,"Message ""Thời gian không phù hợp"" is showed",,,,,,{},,N1NJS1804-2,Manage Request,,,"Show message ""Thời gian không phù hợp""",,purple,,,0|i000wl:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Xem đơn của bạn""
Step 2: Choose a registered application
Step 3: Click ""Cập nhật""
Step 4: Enter a start time greater than the end time
Step 5: Fill in valid information in the remaining fields
Step 6: Click ""Nộp""",Pass,,,,,10001,Manage Request,To Do,12/Jul/24 9:39 PM
"UD28 - Update Request - Verify ""Mô tả"" cannot be blank",N1NJS1804-242,10581,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,12/Jul/24 9:32 PM,13/Jul/24 10:04 AM,19/Jul/24 9:41 PM,,,0,Field “Mô tả“ cannot be blank,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-231,,,,,,,,,,,,,,"Message ""Mô tả là bắt buộc""  is showed",,,,,,{},,N1NJS1804-2,Manage Request,,,"Show message ""Mô tả là bắt buộc""",,purple,,,0|i000wj:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Xem đơn của bạn""
Step 2: Choose a registered application
Step 3: Click ""Cập nhật""
Step 4: Do not enter information in the ""Mô tả"" field
Step 5: Fill in valid information in the remaining fields
Step 6: Click ""Nộp""",Pass,,,,,10001,Manage Request,To Do,12/Jul/24 9:32 PM
"UD27 - Update Request - Verify ""Thời gian kết thúc"" cannot be blank",N1NJS1804-241,10580,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,12/Jul/24 9:25 PM,13/Jul/24 9:50 AM,13/Jul/24 9:49 AM,,,0,Field “Thời gian kết thúc“ cannot be blank ,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-231,,,,,,,,,,,,,,"Message ""Thời gian kết thúc là bắt buộc"" is showed",,,,,,{},,N1NJS1804-2,Manage Request,,,"Show message ""Thời gian kết thúc là bắt buộc""",,purple,,,0|i000uv:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Xem đơn của bạn""
Step 2: Choose a registered application
Step 3: Click ""Cập nhật""
Step 4: Do not enter information in the ""Thời gian kết thúc"" field
Step 5: Fill in valid information in the remaining fields
Step 6: Click ""Nộp""",Pass,,,,,10001,Manage Request,To Do,12/Jul/24 9:25 PM
"UD26 - Update Request -Verify ""Thời gian bắt đầu"" cannot be blank",N1NJS1804-240,10579,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,10/Jul/24 9:34 AM,13/Jul/24 9:50 AM,19/Jul/24 9:41 PM,,,0,Field “Thời gian bắt đầu“ cannot be blank,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-231,,,,,,,10/Jul/24 9:37 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;start_time.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10163,,,,,,,"Message ""Thời gian bắt đầu là bắt buộc"" is showed",,,,,,{},,N1NJS1804-2,Manage Request,,,"Show message ""Thời gian bắt đầu là bắt buộc""",,purple,,,0|i000un:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Xem đơn của bạn""
Step 2: Choose a registered application
Step 3: Click ""Cập nhật""
Step 4: Do not enter information in the ""Thời gian bắt đầu"" field
Step 5: Fill in valid information in the remaining fields
Step 6: Click ""Nộp""",Pass,,,,,10001,Manage Request,To Do,10/Jul/24 9:34 AM
"UD25 - Update Request - Verify ""Thời khóa biểu"" cannot be blank",N1NJS1804-239,10578,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,10/Jul/24 9:31 AM,13/Jul/24 9:50 AM,19/Jul/24 9:41 PM,,,0,Field “Thời khóa biểu“ cannot be blank,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-231,,,,,,,10/Jul/24 9:34 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;thoi_khoa_bieu.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10162,,,,,,,"Message ""Chọn buổi học là bắt buộc"" is showed",,,,,,{},,N1NJS1804-2,Manage Request,,,"Show message ""Chọn buổi học là bắt buộc""",,purple,,,0|i000uf:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Xem đơn của bạn""
Step 2: Choose a registered application
Step 3: Click ""Cập nhật""
Step 4: Do not enter information in the ""Thời khóa biểu"" field
Step 5: Fill in valid information in the remaining fields
Step 6: Click ""Nộp""",Pass,,,,,10001,Manage Request,To Do,10/Jul/24 9:31 AM
"UD24 - Update Request - Verify ""Giá"" cannot be blank",N1NJS1804-238,10577,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,10/Jul/24 9:28 AM,13/Jul/24 10:03 AM,19/Jul/24 9:41 PM,,,0,Field “Giá“ cannot be blank,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-231,,,,,,,10/Jul/24 9:30 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;gia.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10160,10/Jul/24 9:30 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;gia_khong_am.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10161,,,,,,"Message ""Giá là bắt buộc"" is showed",,,,,,{},,N1NJS1804-2,Manage Request,,,"Show message ""Giá là bắt buộc""",,purple,,,0|i000ud:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Xem đơn của bạn""
Step 2: Choose a registered application
Step 3: Click ""Cập nhật""
Step 4: Do not enter information in the ""Giá"" field
Step 5: Fill in valid information in the remaining fields
Step 6: Click ""Nộp""",Pass,,,,,10001,Manage Request,To Do,10/Jul/24 9:28 AM
"UD23 - Update Request - Verify ""Phương thức học"" cannot be blank",N1NJS1804-237,10576,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,10/Jul/24 9:24 AM,13/Jul/24 10:03 AM,19/Jul/24 9:41 PM,,,0,Field “Phương thức học “ cannot be blank,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-231,,,,,,,10/Jul/24 9:27 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;phuong_thuc.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10159,,,,,,,"Message ""Phương thức học không hợp lệ"" is showed",,,,,,{},,N1NJS1804-2,Manage Request,,,"Show message ""Phương thức học không hợp lệ""",,purple,,,0|i000ub:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Xem đơn của bạn""
Step 2: Choose a registered application
Step 3: Click ""Cập nhật""
Step 4: Do not enter information in the ""Phương thức học"" field
Step 5: Fill in valid information in the remaining fields
Step 6: Click ""Nộp""",Pass,,,,,10001,Manage Request,To Do,10/Jul/24 9:24 AM
"UD22 - Update Request - Verify ""Môn học"" cannot be blank",N1NJS1804-236,10575,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,10/Jul/24 9:21 AM,13/Jul/24 10:00 AM,19/Jul/24 9:41 PM,,,0,Field “Môn học“ cannot be blank,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-231,,,,,,,10/Jul/24 9:27 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;mon_hoc.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10158,,,,,,,"Message ""Môn học không hợp lệ"" is showed",,,,,,{},,N1NJS1804-2,Manage Request,,,"Show mesage ""Môn học không hợp lệ""",,purple,,,0|i000tr:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Xem đơn của bạn""
Step 2: Choose a registered application
Step 3: Click ""Cập nhật""
Step 4: Do not enter information in the ""Môn học"" field
Step 5: Fill in valid information in the remaining fields
Step 6: Click ""Nộp""",Pass,,,,,10001,Manage Request,To Do,10/Jul/24 9:21 AM
"UD21 - Update Request -Verify ""Tựa đề"" cannot be blank",N1NJS1804-235,10574,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,10/Jul/24 9:18 AM,13/Jul/24 10:02 AM,19/Jul/24 9:41 PM,,,0,Tựa đề cannot be blank,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-231,,,,,,,10/Jul/24 9:26 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;tua_de.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10157,,,,,,,"Message ""Tựa đề là bắt buộc"" is showed",,,,,,{},,N1NJS1804-2,Manage Request,,,"Show message ""Tựa đề là bắt buộc""",,purple,,,0|i000tj:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Xem đơn của bạn""
Step 2: Choose a registered application
Step 3: Click ""Cập nhật""
Step 4: Do not enter information in the ""Tựa đề"" field
Step 5: Fill in valid information in the remaining fields
Step 6: Click ""Nộp""",Pass,,,,,10001,Manage Request,To Do,10/Jul/24 9:18 AM
UD20 - Update Request - Verify fields cannot be left blank,N1NJS1804-234,10573,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,10/Jul/24 9:05 AM,13/Jul/24 10:04 AM,19/Jul/24 9:41 PM,,,0,Fields cannot be left blank,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-231,,,,,,,10/Jul/24 9:11 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;validate_form.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10156,,,,,,,The fields have displayed notifications,,,,,,{},,N1NJS1804-2,Manage Request,,,Display notifications for fields,,purple,,,0|i000tb:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Xem đơn của bạn""
Step 2: Choose a registered application
Step 3: Click ""Cập nhật""
Step 4: Do not enter information in the fields
Step 5: Click ""Nộp""",Pass,,,,,10001,Manage Request,To Do,10/Jul/24 9:05 AM
UD19 - Update Request - Update successfully,N1NJS1804-233,10572,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,10/Jul/24 8:46 AM,13/Jul/24 9:53 AM,19/Jul/24 9:41 PM,,,0,Enter all fields and submit successfully,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-231,,,,,,,10/Jul/24 9:00 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;update_successfully.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10155,,,,,,,"Message ""Cập nhật yêu cầu thành công"" is showed",,,,,,{},,N1NJS1804-2,Manage Request,,,"Show message ""Cập nhật yêu cầu thánh công""",,purple,,,0|i000t3:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Xem đơn của bạn""
Step 2: Choose a registered application
Step 3: Click ""Cập nhật""
Step 4: Fill in valid information in the fields
Step 5: Click ""Nộp""",Pass,,,,,10001,Manage Request,To Do,10/Jul/24 8:46 AM
UD18 - Update Request - Verify old registration information displayed,N1NJS1804-232,10571,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,10/Jul/24 8:11 AM,13/Jul/24 9:54 AM,19/Jul/24 9:41 PM,,,0,Old registration information is displayed for updates,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-231,,,,,,,10/Jul/24 8:45 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;Ảnh chụp màn hình 2024-07-09 232609.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10154,,,,,,,No old registration information is displayed ,,,,,,{},,N1NJS1804-2,Manage Request,,,Old registration information is displayed for updates,,purple,,,0|i000sv:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Select ""Xem đơn của bạn""
Step 2: Choose a registered application
Step 3: Click ""Cập nhật""",Fail,,,,,10001,Manage Request,To Do,10/Jul/24 8:11 AM
